name,longitude,latitude,postcode,suburb
Waterfront Health Studio,144.361689,-38.144304,3220,Geelong
Landsborough Dental Centre,152.96481,-26.808796,4550,Landsborough
DentalExcel,152.959107,-26.685678,4555,Palmwoods
Penola hospital,140.835697,-37.384938,5277,Penola
PharmaSave,144.976114,-37.860795,3182,St Kilda
Leonards Pharmacy,148.388879,-30.95247,2829,Coonamble
Suffolk Park Pharmacy,153.608531,-28.68929,2481,Suffolk Park
Cooloola Pharmacy,153.002127,-25.916076,4580,Tin Can Bay
The Optical Co,151.207631,-33.872149,2000,Sydney
Blue Mountains Dental & Implant Centre,150.375759,-33.709633,2782,Wentworth Falls
TerryWhite Chemmart,153.560819,-28.87092,2478,Ballina
Medical Centre,145.150642,-37.951579,3171,Springvale
Clinic Dr. Le Kim Thu,145.150314,-37.951481,3171,Springvale
Quang Minh Chinese Medicine,145.151362,-37.951992,3171,Springvale
Supps 247,145.152169,-37.953952,3171,Springvale
WonderSmile,144.360835,-38.149767,3220,Geelong
Ferrers Medical Clinic,140.775013,-37.825781,5290,Mount Gambier
Cairns Private Hospital,145.770962,-16.91524,4870,Cairns City
Cairns GP Medical Centre,145.757191,-16.903269,4870,Cairns North
Coonabarabran Chemist,149.278137,-31.275079,2357,Coonabarabran
Spring Ridge Pharmacy,150.248911,-31.394557,2343,Spring Ridge
Seven Ways Health Centre,151.274439,-33.885255,2026,North Bondi
Yeronga Village Pharmacy,153.016874,-27.516138,4104,Yeronga
Infinity Pharmacy Burpengary,152.979981,-27.13812,4505,Burpengary East
Kewarra Family Practice,145.68107,-16.790471,4879,Kewarra Beach
Eastwood Pharmacy,151.079839,-33.791834,2122,Eastwood
Rowe St Medical Centre,151.07989,-33.791812,2122,Eastwood
Surry Hills Pharmacy,151.213236,-33.89001,2010,Surry Hills
Clinical Labs,145.115309,-38.051369,3196,Chelsea
Man Ying Natural Therapy Centre,151.080061,-33.791706,2122,Eastwood
Burnt Pine Pharmacy,167.951836,-29.033991,2899,Burnt Pine
Prouds Pharmacy,167.952933,-29.034284,2899,Norfolk Island
Australind Chiropractor,115.716649,-33.280814,6233,Australind
Pharmacy Select,144.75199,-37.723342,3037,Taylors Hill
Watervale Medical Care,144.752062,-37.723329,3037,Taylors Hill
Watervale Dental,144.752171,-37.723185,3037,Taylors Hill
Chrysalis Counselling and Coaching,167.973547,-29.031823,2899,Norfolk Island
Chemist Warehouse,144.603601,-37.688967,3337,Melton
TerryWhite Chemmart,146.91674,-36.080971,2640,Albury
For Eyes,115.750799,-32.052972,6160,Fremantle
Crystal Clear Ears,145.165472,-37.883571,3150,Glen Waverley
Specsavers,151.027863,-33.768665,2151,North Rocks
Cape Byron Compounding Chemist,153.408757,-28.01108,4217,Bundall
Gold Coast Physio & Sports Health,153.44398,-28.092123,4220,Burleigh Heads
Lifeline Wisdom Dental,144.862909,-37.799824,3012,West Footscray
Cairnlea Dental Care,144.788943,-37.758435,3023,Cairnlea
Health & Hearing,153.020718,-27.393122,4032,Chermside
Chemist Warehouse,144.571105,-37.721948,3338,Weir Views
Body Mind Medical,152.975667,-27.459527,4065,Bardon
Chemist Warehouse,152.700647,-25.542295,4650,Maryborough
The Chemist Shop,151.117863,-33.982391,2221,Carss Park
Korumburra Medical Centre,145.818934,-38.434484,3950,Korumburra
Graceville Day and Night Pharmacy,152.980983,-27.524483,4075,Graceville
Face Value Dentist,153.364828,-27.629525,4184,Macleay Island
Pikes Pharmacy,151.072915,-33.847558,2127,Sydney Olympic Park
Samuel Street Dental Practice,153.078527,-27.500854,4152,Camp Hill
Myhealth,151.201835,-33.865095,2000,Barangaroo
Guardian Pharmacy,144.863496,-37.836575,3025,Altona North
Mordialloc Medical Centre,145.085729,-38.006361,3195,Mordialloc
Cape York Guardian Pharmacy,141.864325,-12.638772,4874,Nanum
Ochre Health Barham and District Medical Centre,144.126975,-35.62951,2732,Barham
Dentistry with care,151.079635,-33.971648,2223,Mortdale
Samford Smiles,152.886049,-27.371854,4520,Samford Village
Chemart,138.59242,-35.075085,5159,Aberfoyle Park
Harp Village Pharmacy,145.051616,-37.798758,3102,Kew East
Mortdale Physiotherapy,151.079614,-33.971658,2223,Mortdale
Westpoint Centre Pharmacy,149.5461,-33.404324,2795,Windradyne
My Discount Pharmacy,151.256774,-33.945999,2035,Maroubra
Mawson Medical Centre,149.099976,-35.370959,2607,Mawson
Kootingal Surgery,151.054628,-31.057441,2352,Kootingal
Silverchain,116.471094,-31.552478,6566,Toodyay
Seaviews Manor aged care,144.552104,-38.25314,3226,Ocean Grove
Priceline Pharmacy,144.280977,-36.765578,3550,Bendigo
Robsons Pharmacy,142.024836,-37.743129,3300,Hamilton
James Dean Pharmacy,142.024982,-37.743066,3300,Hamilton
Rosebud Health Store,144.910867,-38.354291,3939,Rosebud
The Sports Injury Clinic,145.12463,-38.136277,3199,Frankston
Frankston Healthcare,145.125622,-38.142476,3199,Frankston
Flinders Pharmacy,145.017214,-38.473734,3929,Flinders
Village Family Medical Carrum Downs,145.18213,-38.088345,3201,Carrum Downs
Audika,145.238791,-38.454895,3922,Cowes
TerryWhite Chemmart,145.238461,-38.456785,3922,Cowes
Beach Street spinal and pilates,145.133532,-38.143064,3199,Frankston
Terry White Chemart,143.920071,-35.734281,3579,Kerang
Dunolly Pharmacy,143.730313,-36.858393,3472,Dunolly
Guardian,143.868101,-36.575576,3517,Inglewood
Discount Chemist,145.177624,-38.336407,3918,Bittern
Village Clinic Mt Eliza,145.089972,-38.1865,3930,Mount Eliza
Peak Pharmacies,144.388391,-38.168767,3219,Newcomb
Bhardwaj Dental Centre,144.363403,-38.148262,3220,Geelong
Lake Imaging,144.366883,-38.151134,3220,Geelong
Geelong Dental Centre,144.366211,-38.149065,3220,Geelong
Mt Eliza Optical,145.089679,-38.184754,3930,Mount Eliza
Geelong Physiotherapy,144.364718,-38.150256,3220,Geelong
Hearing Australia,144.366181,-38.149139,3220,Geelong
Berwick Orthodontic Specialists,145.343526,-38.034956,3806,Berwick
Heatherhill Pharmacy,145.141167,-38.159299,3199,Frankston
Priceline Pharmacy,145.166451,-38.15276,3199,Frankston
Chemist Warehouse,145.039462,-38.218476,3931,Mornington
Gippsland Physiotherapy Group Wonthaggi,145.58947,-38.606052,3995,Wonthaggi
Forest Hill Medical & Dental Centre,145.169818,-37.848774,3131,Forest Hill
Evercare Dental Group,145.148611,-37.714569,3095,Eltham
Fairhills Medical Centre,145.167598,-37.876737,3150,Glen Waverley
Bloom Hearing Specialists,145.148668,-37.714547,3095,Eltham
Glen Eira Dental,145.066472,-37.890608,3163,Murrumbeena
Priceline Pharmacy,145.05834,-37.884353,3163,Carnegie
Priceline Pharmacy,144.963368,-37.811309,3000,Melbourne
Medical Centre Dr Seham Mostafa,144.963368,-37.760702,3056,Brunswick
Chemist Warehouse,145.483111,-38.078714,3810,Pakenham
Caremore Pharmacy Carnegie,145.057252,-37.887425,3163,Carnegie
Covid Testing Facility,145.454843,-38.084799,3810,Pakenham
PhysioChoice Pakenham,145.48291,-38.076688,3810,Pakenham
Chemist Warehouse,144.959077,-37.804447,3000,Melbourne
Glen Waverley Dental Surgery,145.177361,-37.875719,3150,Glen Waverley
Glenvale Dental,145.166446,-37.878633,3150,Glen Waverley
Glen Union Medical Centre,145.166828,-37.876526,3150,Glen Waverley
Waverley Eye Clinic,145.166777,-37.876708,3150,Glen Waverley
Ezy Health,145.166978,-37.87563,3150,Glen Waverley
Chemist Warehouse,145.165509,-37.879135,3150,Glen Waverley
Waverley Medical Centre,145.16628,-37.878864,3150,Glen Waverley
Vita Medical Centre,144.960799,-37.809586,3000,Melbourne
Urban Pharmacy,144.960532,-37.811749,3000,Melbourne
Walker Street General Practice,150.415607,-34.483415,2576,Bowral
Dapto Family Medical Centre,150.792875,-34.494126,2530,Dapto
Station St Dental,150.416538,-34.478791,2576,Bowral
Holsworthy Health Centre,150.960896,-33.98221,2173,Holsworthy
Dapto Medical & Dental Centre,150.793634,-34.494378,2530,Dapto
Wilton Pharmacy,150.683357,-34.228485,2571,Wilton
Dapto Community Health Centre,150.791994,-34.494683,2530,Dapto
Melbourne Mothers,144.953912,-37.799228,3051,North Melbourne
Bell Street Family Medical Centre,144.947009,-37.73923,3044,Pascoe Vale South
Allergy Doctors,144.948966,-37.80281,3051,North Melbourne
St. Kyrollos Medical Centre,144.964717,-37.753827,3058,Coburg
Priceline Pharmacy,144.94922,-37.771865,3055,Brunswick West
Belleview Dental,144.962608,-37.763436,3056,Brunswick
All Day Everyday Dental,144.943051,-37.766714,3055,Brunswick West
Holistic Dental,144.943017,-37.766979,3055,Brunswick West
West Brunswick Clinic,144.943035,-37.766845,3055,Brunswick West
Central Brunswick Physiotherapy,144.962569,-37.763669,3056,Brunswick
Victorian Comprehensive Cancer Centre,144.956215,-37.799927,3052,Melbourne
Peter MacCallum Cancer Centre,144.956785,-37.800388,3051,North Melbourne
Steve Siamidis Pharmacy,144.962449,-37.764367,3056,Brunswick
Daniel Duong,144.957705,-37.795288,3052,Parkville
Doctor's Surgery,150.981004,-34.19103,2508,Helensburgh
Gentle Dental Care,150.591385,-34.226804,2573,Tahmoor
PhysioChoice Moonee Ponds,144.925533,-37.768062,3039,Moonee Ponds
Young Diagnostic Imaging,148.299629,-34.313951,2594,Young
St Vincent's Pathology,144.971859,-37.788469,3054,Carlton North
Royal Melbourne Hospital,144.956419,-37.799457,3052,Melbourne
North Melbourne Pharmacy,144.946427,-37.798636,3051,North Melbourne
CQ Eye,150.520853,-23.368183,4701,Berserker
Podiatry @ Bangor,151.029476,-34.018228,2234,Bangor
Eskbank Surgery,150.159289,-33.481139,2790,Lithgow
Faulconbridge Pharmacy,150.547464,-33.693865,2776,Faulconbridge
Coldstream Pharmacy,145.379564,-37.725238,3770,Coldstream
Commercial Road Medical Centre,145.279934,-37.879602,3156,Ferntree Gully
Chemist Warehouse,145.165119,-37.874738,3150,Glen Waverley
Crane Road Medical Centre,151.006891,-33.732461,2154,Castle Hill
Stud Smiles,145.238397,-37.863926,3152,Wantirna South
Access Medical Centre,145.243149,-37.87094,3152,Wantirna South
eDentistry,145.238933,-37.862759,3152,Wantirna South
Yarrawarrah Pharmacy,151.027421,-34.058195,2233,Yarrawarrah
Bathurst Chiropractic Health & Wellness Centre,149.575349,-33.421995,2795,Bathurst
Koo Wee Rup Medical Centre,145.491568,-38.198665,3981,Koo Wee Rup
Northland Dental,145.038151,-37.7414,3081,Heidelberg West
Pacific Smiles Dental,145.029076,-37.738906,3072,Preston
Priceline,145.029251,-37.738916,3072,Preston
Pharmasave Monbulk Pharmacy,145.406627,-37.874373,3793,Monbulk
Beovich's Guardian Pharmacy,145.127534,-37.876973,3149,Mount Waverley
Mount Waverley Clinic,145.126741,-37.877039,3149,Mount Waverley
Chemist Warehouse,144.956541,-37.811559,3000,Melbourne
Dr John Vissaritis,144.96376,-37.834444,3205,South Melbourne
National,144.959585,-37.813231,3000,Melbourne
Pharmacy Neo,144.957437,-37.815705,3000,Melbourne
Murray Road Medical Centre,145.003237,-37.738032,3072,Preston
PhysioChoice Beaconsfield,145.369433,-38.04787,3807,Beaconsfield
Victorian Aboriginal Health Service,145.006697,-37.745343,3072,Preston
Neerim South Medical Clinic,145.953447,-38.018259,3831,Neerim South
Neerim District Soldiers Memorial Hospital,145.954129,-38.021958,3831,Neerim South
Advantage Pharmacy,145.322733,-38.013987,3806,Berwick
Bourke Place Pharmacy,144.956112,-37.816061,3000,Melbourne
Era Health,144.956972,-37.816194,3000,Melbourne
Berwick Dental Care,145.346605,-38.02883,3806,Berwick
Advanced Dentistry Clinic,145.346735,-38.028733,3806,Berwick
Port Melbourne Dentists,144.94066,-37.840639,3207,Port Melbourne
Berwick dental clinic and surgery,145.344945,-38.035875,3806,Berwick
Capital Radiology,145.34616,-38.033396,3806,Berwick
Centre for GI health,145.346235,-38.032538,3806,Berwick
Dr M K Choy,144.965047,-37.813304,3000,Melbourne
Southgate Pharmacy,144.96637,-37.820081,3006,Southbank
MyChemist,144.963781,-37.815002,3000,Melbourne
Bupa,144.950095,-37.818672,3008,Docklands
Amcal,144.956899,-37.830599,3205,South Melbourne
Premier Health Partners,144.95156,-37.808422,3003,West Melbourne
Gladstone Street Medical Center,145.937163,-38.161437,3820,Warragul
Pacific Smiles Dental,145.941722,-38.161866,3820,Warragul
PhysioChoice Officer,145.436498,-38.064889,3809,Officer
Chemist Warehouse,145.470906,-38.085299,3810,Pakenham
St George's Dental,145.113126,-37.726986,3093,Lower Plenty
Broadway Medical,145.008424,-37.716941,3073,Reservoir
Boyall's Pharmacy,145.285996,-37.862373,3155,Boronia
Caring Dentists,145.08894,-38.185673,3930,Mount Eliza
Botany Park Medical Centre,145.173604,-38.111737,3201,Carrum Downs
Chemist Warehouse,145.123598,-38.141385,3199,Frankston
Young Street Medical & Dental Centre,145.124191,-38.145123,3199,Frankston
PhysioChoice Frankston,145.121719,-38.144483,3199,Frankston
Audika,144.892221,-38.360844,3939,Rosebud
Ballarat Doctors,143.815785,-37.534387,3355,Wendouree
Priceline Pharmacy,144.316659,-38.199449,3216,Grovedale
Novus Dermatology,144.326156,-38.173674,3216,Belmont
Smythesdale Pharmacy,143.686449,-37.644171,3351,Smythesdale
South Barwon Medical Centre,144.344683,-38.182065,3216,Belmont
Amcal,144.336993,-38.138408,3218,Geelong West
Gerry Sedgman Myotherapy,144.344966,-38.159464,3220,Newtown
Heywood Rural Health,141.624074,-38.137946,3304,Heywood
Dental Spa,144.356046,-38.149559,3220,Geelong
TerryWhite Chemmart,144.339473,-38.227237,3217,Armstrong Creek
The Ballarat Pet Pharmacy,143.82021,-37.535676,3355,Wendouree
Baxter Park Medical Centre,145.141978,-38.184641,3199,Frankston South
Beachside Doctors,144.966458,-38.332104,3936,Dromana
Vintessential Laboratories,144.98528,-38.333192,3936,Dromana
Kanahooka Pharmacy,150.816816,-34.500264,2530,Kanahooka
CBD Dental,150.447822,-34.450662,2575,Mittagong
Mittagong HealthCare Centre,150.442997,-34.452267,2575,Mittagong
A Plus Dental Surgery,145.134966,-38.033507,3196,Chelsea Heights
Highlands Podiatry,150.37427,-34.548099,2577,Moss Vale
Mittagong Medical Centre,150.451312,-34.451126,2575,Mittagong
Allied health,145.135155,-38.143458,3199,Frankston
The Good Shepherd Medical Centre,151.033512,-33.952284,2211,Padstow
Blooms The Chemist,151.033491,-33.953805,2211,Padstow
Rumore's Pharmacy,151.03391,-33.917724,2200,Bankstown
PsychCentral,151.036423,-33.915205,2200,Bankstown
Dromana Dental Clinic,144.959314,-38.335605,3936,Dromana
Chemist Warehouse,151.033487,-33.918514,2200,Bankstown
Natural Choice Dentures,144.955229,-38.337475,3936,Dromana
SportsLink,151.032757,-33.952261,2211,Padstow
Foot Clinic,151.033477,-33.917293,2200,Bankstown
Mornington Family Doctors,145.044116,-38.231038,3931,Mornington
Peak Potential,145.064757,-37.982546,3194,Mentone
Argyle Street Medical Centre,151.001762,-33.816795,2150,Parramatta
UnitingCare Institute of Family Practice,151.001582,-33.814157,2150,Parramatta
Parramatta Dental Surgery,151.001949,-33.813559,2150,Parramatta
Denture Clinic,144.948963,-37.775559,3055,Brunswick West
Lifestyle Psychology,144.954211,-37.776216,3056,Brunswick
Vicentia Medical Centre and Pharmacy,150.655464,-35.07415,2540,Vincentia
Total Foot and Ankle Clinic,151.001691,-33.814171,2150,Parramatta
Cudgegong Chiropractic,149.588258,-32.594187,2850,Mudgee
Progress Medical Centre,145.167518,-37.756127,3106,Templestowe
Waverley Road Medical Clinic,145.185774,-37.891,3150,Glen Waverley
Dentist On Waverley,145.186276,-37.891051,3150,Glen Waverley
Albion Park Rail Family Practice,150.797152,-34.562102,2527,Albion Park Rail
Latrobe Community Health Service,145.933363,-38.162277,3820,Warragul
Victoria Street Medical Clinic,145.930058,-38.162234,3820,Warragul
Jervis Bay Smiles,150.67296,-35.069532,2540,Vincentia
Albert Road Clinic,144.972187,-37.834268,3004,Melbourne
The Goods Shed,145.933646,-38.165418,3820,Warragul
Eyezone Emporium,144.955075,-37.841209,3206,Albert Park
Centre for Musculoskeletal Medicine,144.958862,-37.845504,3206,Albert Park
Citymed,144.960651,-37.832557,3205,South Melbourne
Instinctive Chiropractic,144.958924,-37.845424,3206,Albert Park
Wheelers Park Medical Centre,145.327753,-38.07846,3977,Cranbourne North
Phillip Island Medical Centre,145.238465,-38.456853,3922,Cowes
TerryWhite Chemmart,145.282641,-38.112475,3977,Cranbourne
Supreme Dental Cowes,145.238457,-38.456923,3922,Cowes
Goldsmith Street Surgery,149.716489,-34.748411,2580,Goulburn
The Oaks Village Pharmacy,150.570532,-34.07874,2570,The Oaks
Eyecare Plus,150.8122,-34.067275,2560,Campbelltown
Hyde Parade Family Practice,150.805305,-34.074449,2560,Campbelltown
Swanston Street Medical Centre,144.966178,-37.8136,3000,Melbourne
Bradfordville Medical Center,149.741075,-34.726674,2580,Goulburn
Complete Smiles,145.184114,-37.854704,3133,Vermont South
Camden Medical & Sydney Pathology,150.694845,-34.054059,2570,Camden
Camden Discount Pharmacy,150.696698,-34.053986,2570,Camden
Chau's Pharmacy,151.03157,-33.919298,2200,Bankstown
I-Med Radiology,150.804787,-34.075344,2560,Campbelltown
Blooms,150.694968,-34.055082,2570,Camden
I-Med Radiology,150.739682,-34.042305,2567,Narellan
Dental Surgery,151.030245,-33.91702,2200,Bankstown
Primary dental,145.312884,-38.021877,3805,Narre Warren
Amcal,145.589303,-38.606064,3995,Wonthaggi
South Gippsland Family Medicine,145.588615,-38.605497,3995,Wonthaggi
National Peke Center,145.26563,-38.102686,3977,Cranbourne West
"Pacific Smiles Dental, Parramatta",151.005617,-33.813876,2150,Parramatta
Bupa Medical Visa Services,151.007034,-33.818447,2150,Parramatta
Myhealth Parramatta Medical Centre,151.00249,-33.818075,2150,Parramatta
ARK Health Care Parramatta,151.016041,-33.81294,2150,Parramatta
Form Fit Function,151.007922,-33.813084,2150,Parramatta
Virtus Diagnostics Medical Imaging,151.014575,-33.953498,2212,Revesby
Brett Street Medical Precinct,151.014536,-33.95356,2212,Revesby
Blooms The Chemist,145.282448,-38.107219,3977,Cranbourne
Dive Chiropractic Centre Gold Coast,153.436954,-28.051643,4218,Mermaid Beach
Padstow Ideal Dental,151.031758,-33.952591,2211,Padstow
Cure Dental,151.004207,-33.820013,2150,Parramatta
Renwick's Pharmacy,151.025408,-33.907384,2199,Yagoona
Douglas Hanly Moir,150.970851,-33.807491,2145,Wentworthville
Summerhills Dental,145.028632,-37.724541,3073,Reservoir
Koutsis Pharmacy,145.001454,-37.752489,3071,Thornbury
Blooms Pharmacy,145.06501,-37.743203,3084,Rosanna
Malvern Corner Pharmacy,145.041084,-37.858248,3144,Malvern
Gardiner Dental,145.065644,-37.861656,3146,Glen Iris
The Melbourne Smile Centre,145.022,-37.850476,3142,Toorak
Quality Pharmacy,145.133553,-37.852501,3151,Burwood East
Melbourne Pathology,145.040189,-37.749944,3081,Bellfield
Pursuit,145.042163,-37.74938,3081,Heidelberg West
Ashburton Medical Clinic,145.082059,-37.863538,3147,Ashburton
Ashwood Medical Group,145.091811,-37.868177,3147,Ashburton
Ashburton Family Dental,145.082,-37.863527,3147,Ashburton
Direct Chemist Outlet,145.172277,-38.224168,3912,Somerville
Glen Dental Care,145.163894,-37.893505,3150,Glen Waverley
Dr Peter Soaki Obstetrician & Gynaecologist,151.63846,-32.794475,2322,Thornton
Chemist Warehouse,153.031343,-27.512141,4103,Annerley
Coleman Parade Medical Centre,145.150352,-37.876937,3150,Glen Waverley
Dr Uday Dixit,145.164177,-37.890426,3150,Glen Waverley
Advantage Pharmacy,145.856237,-38.135325,3818,Drouin
Total Health Chiropractic,144.341086,-38.110774,3215,Bell Park
Chemist Warehouse,145.029344,-37.744504,3072,Preston
Medical Centre,144.966139,-37.745285,3058,Coburg
Vision Radiology,144.966075,-37.745164,3058,Coburg
Coburg Endoscopy Centre,144.964902,-37.745049,3058,Coburg
Mr William Edwards,144.994487,-37.818144,3121,Richmond
Epworth Medical Center,144.995085,-37.816844,3121,Richmond
Church Street Medical Centre,144.998638,-37.820326,3121,Richmond
Meadownik Laser Clinic,144.990444,-37.816869,3121,Richmond
Inner Eastern Psychology,144.990863,-37.816498,3121,Richmond
The Richmond Dentist,145.003302,-37.817307,3121,Richmond
Priceline Pharmacy,144.996614,-37.825615,3121,Cremorne
My Chemist,144.989179,-37.872078,3184,Elwood
Elsternwick Family Dental,144.99785,-37.877015,3185,Elsternwick
Priceline Pharmacy,144.980554,-37.869194,3182,St Kilda
Croydon North Discount Pharmacy,145.294206,-37.771263,3136,Croydon North
PharmaSave,145.001223,-37.768721,3070,Northcote
Singleton Physiotherapy and Sports Injury Centre,151.178284,-32.566137,2330,Singleton
My Chemist,145.022843,-37.813164,3122,Hawthorn
4Cyte Pathology,144.967177,-37.811227,3000,Melbourne
Clifton Hill Clinic,144.997129,-37.78849,3068,Clifton Hill
Amcal,144.968375,-37.797879,3053,Carlton
Gorgeous Smiles Dentistry,144.970382,-37.812273,3000,Melbourne
Tong Ren Tang,144.969182,-37.811253,3000,Melbourne
Cardigan House Consulting Suites,144.966041,-37.800463,3010,Parkville
Melbourne Dental Xray,144.963711,-37.800778,3053,Carlton
Schneier Pharmacy,144.970921,-37.797739,3053,Carlton
Oggs Pharmacy,144.993468,-37.839118,3141,South Yarra
Creelman's Pharmacy,144.965901,-37.812508,3000,Melbourne
Mr Cao's Chinese Medicine Clinic,145.000152,-37.76042,3071,Thornbury
Darebin Medical Centre,145.000166,-37.760123,3071,Thornbury
Exhibition Pharmacy,144.970138,-37.809776,3000,Melbourne
U Pharmacy,144.971694,-37.811572,3000,Melbourne
Treasury Pharmacy,144.973145,-37.813365,3000,Melbourne
Chase Medical Centre,144.973108,-37.814432,3000,Melbourne
Hartnett House Children's Centre,144.968349,-37.761312,3056,Brunswick
Merri Health,144.962651,-37.771553,3056,Brunswick
Brunswick Medical Group,144.963654,-37.765842,3056,Brunswick
Capital Radiology,144.963651,-37.76547,3056,Brunswick
Chris Janson Pharmacy,144.967277,-37.79746,3053,Carlton
U Pharmacy,145.076768,-37.848098,3124,Camberwell
Amcal,145.110892,-37.837521,3127,Surrey Hills
Chemist Warehouse,144.963559,-37.814402,3000,Melbourne
Merri Health,144.96574,-37.741399,3058,Coburg
Chemist Warehouse,144.984487,-37.796653,3065,Fitzroy
headspace Collingwood,144.995798,-37.797539,3067,Abbotsford
Birch Psychology,145.030674,-37.778098,3078,Alphington
Melbourne Kids Developmental Services,144.974562,-37.757594,3056,Brunswick
Khatri Pharmacy,144.994465,-37.751857,3071,Thornbury
Coleambally Medical Centre,145.880485,-34.804476,2707,Coleambally
Priceline Pharmacy,144.965061,-37.814029,3000,Melbourne
Priceline Pharmacy,144.966752,-37.81369,3000,Melbourne
Slade Pharmacy,144.982283,-37.809279,3002,East Melbourne
Diskin Life,144.981112,-37.808421,3065,Fitzroy
Chemist Warehouse,145.041737,-37.845963,3123,Hawthorn East
Ardlethan Medical and Nursing Centre,146.902306,-34.349863,2665,Ardlethan
Narrandera Physiotherapy,146.553375,-34.743652,2700,Narrandera
Quiescence,144.982221,-37.784976,3068,Fitzroy North
iehealth,145.083885,-37.866723,3147,Ashburton
Fairfield Physiotherapy,145.019183,-37.774553,3078,Fairfield
Fairfield Podiatry,145.019211,-37.774239,3078,Fairfield
Podiatrist,152.977791,-27.448867,4060,Ashgrove
ChemPro,153.190742,-27.525231,4157,Capalaba
Dental Off Chapel,144.992563,-37.848961,3181,Prahran
Charleville Pharmacy,146.240191,-26.402099,4470,Charleville
Caremore Collinsville Pharmacy,147.844173,-20.552652,4804,Collinsville
Community Health Care,148.11643,-21.358377,4743,Glenden
Brookfield Surgery,152.91907,-27.496006,4069,Kenmore Hills
Torquay Medical,144.317463,-38.311971,3228,Torquay
Coastal Compounding Pharmacy,144.317813,-38.311999,3228,Torquay
Vision Radiology,144.317709,-38.312148,3228,Torquay
Surfcoast Pharmacy,144.317567,-38.327889,3228,Torquay
Torquay Physiotherapy,144.318446,-38.323904,3228,Torquay
North Fitzroy Specialist Centre,144.979923,-37.790865,3068,Fitzroy North
Patel's Pharmacy,144.979076,-37.79372,3065,Fitzroy
Dr Trevor Jarrett,144.981018,-37.786421,3068,Fitzroy North
Merri Community Health Services & Moreland Maternal Health Services,144.969164,-37.703126,3060,Fawkner
Inner North Centre for Mental Wellbeing,144.972387,-37.787737,3054,Carlton North
Physio First,144.977386,-37.783028,3054,Carlton North
Croxton Medical Centre,145.000299,-37.768401,3070,Northcote
Rocchi's Pharmacy,144.998299,-37.771826,3070,Northcote
Pollinate Health,144.977337,-37.780252,3054,Carlton North
Melbourne Boulevard Pharmacy,144.975939,-37.835764,3004,Melbourne
Guardian Pharmacy,142.237023,-38.384958,3284,Port Fairy
Australian Red Cross Doner Centre,142.47685,-38.385113,3280,Warrnambool
Specsavers,142.484378,-38.382352,3280,Warrnambool
South Yarra Pharmacy,144.989319,-37.838556,3141,South Yarra
Dennison Psychology,144.989229,-37.838452,3141,South Yarra
Advance Healthcare,145.071024,-37.701487,3083,Bundoora
Guardian,141.603503,-38.346696,3305,Portland
Myhealth medical centre,153.162013,-27.711417,4207,Holmview
Lifeblood Springwood Donor Centre,153.13441,-27.631876,4127,Springwood
Brilliant Minds Psychology,153.129307,-27.619916,4127,Springwood
Redland Bay Surgery,153.302112,-27.612705,4165,Redland Bay
Red cross Blood service,145.756484,-16.90287,4870,Cairns North
Little Big Feet,152.938284,-27.508228,4069,Kenmore
Value Vision,152.938946,-27.506309,4069,Kenmore
The Glow Centre,152.938392,-27.507585,4069,Kenmore
Stewart Road Dental,152.992046,-27.445032,4060,Ashgrove
Discount Drugstores,144.372219,-38.15537,3219,East Geelong
Soul Pattinson Chemist,144.361691,-38.152339,3220,Geelong
Lara Village Dental,144.409594,-38.023842,3212,Lara
Greenslopes Nathuropathic,153.051334,-27.508358,4120,Greenslopes
Discount Drug Stores,152.94736,-27.508289,4069,Kenmore
Australian Red Cross Blood Service,147.323664,-42.879855,7000,Hobart
Glebe Hill Dental,147.427139,-42.887932,7018,Howrah
Simply Orthodontics,144.766289,-37.695632,3037,Sydenham
Surfcoast Medical Centre,144.317788,-38.327848,3228,Torquay
Artz & Kay Pharmacy,142.483688,-38.381439,3280,Warrnambool
The Wellness Centre,137.584337,-33.03387,5600,Whyalla
Donnybrook Pharmacy,115.824579,-33.573563,6239,Donnybrook
Boyup Brook Pharmacy,116.388985,-33.833075,6244,Boyup Brook
Balingup Doctors Surgery,115.984927,-33.783933,6253,Balingup
Murray Fry - Amcal Pharmacy,143.148234,-38.233804,3260,Camperdown
Amcal,144.891332,-38.361121,3939,Rosebud
OPSM,144.891081,-38.361102,3939,Rosebud
Dorevitch Pathology,145.216478,-37.977926,3175,Dandenong
Fix It Now Dental,145.120104,-37.921705,3168,Clayton
Bayside Eye Care,145.007357,-37.901976,3187,Brighton East
Min Shop,145.068602,-37.890215,3163,Murrumbeena
Kaizen Clinics,145.083033,-37.922801,3167,Oakleigh South
Melbourne Endoscopy,145.120067,-37.92151,3168,Clayton
Oapl,145.120037,-37.921708,3168,Clayton
PhysioChoice Mulgrave,145.170387,-37.935051,3171,Springvale
Buckleys Pharmacy,145.176998,-37.916432,3150,Wheelers Hill
Emerald Village Pharmacy,145.440538,-37.932856,3782,Emerald
Blooms The Chemist,145.236843,-37.920111,3178,Rowville
Jells Road Medical Clinic,145.188306,-37.908482,3150,Wheelers Hill
Jessie McPherson Private Hospital,145.122443,-37.920823,3168,Clayton
Comprehensive Family HealthCare Oakleigh East,145.119241,-37.91311,3166,Oakleigh East
Positive Psychology,145.091113,-37.892959,3166,Oakleigh
Consulting on Atherton,145.092763,-37.899235,3166,Oakleigh
