name,longitude,latitude
Coldstream Pharmacy,145.379564,-37.725238
Commercial Road Medical Centre,145.279934,-37.879602
Chemist Warehouse,145.165119,-37.874738
Crane Road Medical Centre,151.006891,-33.732461
Stud Smiles,145.238397,-37.863926
Access Medical Centre,145.243149,-37.87094
eDentistry,145.238933,-37.862759
Yarrawarrah Pharmacy,151.027421,-34.058195
Bathurst Chiropractic Health & Wellness Centre,149.575349,-33.421995
Koo Wee Rup Medical Centre,145.491568,-38.198665
Northland Dental,145.038151,-37.7414
Pacific Smiles Dental,145.029076,-37.738906
Priceline,145.029251,-37.738916
Pharmasave Monbulk Pharmacy,145.406627,-37.874373
Beovich's Guardian Pharmacy,145.127534,-37.876973
Mount Waverley Clinic,145.126741,-37.877039
Chemist Warehouse,144.956541,-37.811559
Dr John Vissaritis,144.96376,-37.834444
National,144.959585,-37.813231
Pharmacy Neo,144.957437,-37.815705
Murray Road Medical Centre,145.003237,-37.738032
PhysioChoice Beaconsfield,145.369433,-38.04787
Victorian Aboriginal Health Service,145.006697,-37.745343
Neerim South Medical Clinic,145.953447,-38.018259
Neerim District Soldiers Memorial Hospital,145.954129,-38.021958
Advantage Pharmacy,145.322733,-38.013987
Bourke Place Pharmacy,144.956112,-37.816061
Era Health,144.956972,-37.816194
Berwick Dental Care,145.346605,-38.02883
Advanced Dentistry Clinic,145.346735,-38.028733
Port Melbourne Dentists,144.94066,-37.840639
Berwick dental clinic and surgery,145.344945,-38.035875
Capital Radiology,145.34616,-38.033396
Centre for GI health,145.346235,-38.032538
Dr M K Choy,144.965047,-37.813304
Southgate Pharmacy,144.96637,-37.820081
MyChemist,144.963781,-37.815002
Bupa,144.950095,-37.818672
Amcal,144.956899,-37.830599
Premier Health Partners,144.95156,-37.808422
Gladstone Street Medical Center,145.937163,-38.161437
Pacific Smiles Dental,145.941722,-38.161866
PhysioChoice Officer,145.436498,-38.064889
Chemist Warehouse,145.470906,-38.085299
St George's Dental,145.113126,-37.726986
Broadway Medical,145.008424,-37.716941
Boyall's Pharmacy,145.285996,-37.862373
Caring Dentists,145.08894,-38.185673
Botany Park Medical Centre,145.173604,-38.111737
Chemist Warehouse,145.123598,-38.141385
Young Street Medical & Dental Centre,145.124191,-38.145123
PhysioChoice Frankston,145.121719,-38.144483
Audika,144.892221,-38.360844
Ballarat Doctors,143.815785,-37.534387
Priceline Pharmacy,144.316659,-38.199449
Novus Dermatology,144.326156,-38.173674
Smythesdale Pharmacy,143.686449,-37.644171
South Barwon Medical Centre,144.344683,-38.182065
Amcal,144.336993,-38.138408
Gerry Sedgman Myotherapy,144.344966,-38.159464
Heywood Rural Health,141.624074,-38.137946
Dental Spa,144.356046,-38.149559
TerryWhite Chemmart,144.339473,-38.227237
The Ballarat Pet Pharmacy,143.82021,-37.535676
Baxter Park Medical Centre,145.141978,-38.184641
Beachside Doctors,144.966458,-38.332104
Vintessential Laboratories,144.98528,-38.333192
Kanahooka Pharmacy,150.816816,-34.500264
CBD Dental,150.447822,-34.450662
Mittagong HealthCare Centre,150.442997,-34.452267
A Plus Dental Surgery,145.134966,-38.033507
Highlands Podiatry,150.37427,-34.548099
Mittagong Medical Centre,150.451312,-34.451126
Allied health,145.135155,-38.143458
The Good Shepherd Medical Centre,151.033512,-33.952284
Blooms The Chemist,151.033491,-33.953805
Rumore's Pharmacy,151.03391,-33.917724
PsychCentral,151.036423,-33.915205
Dromana Dental Clinic,144.959314,-38.335605
Chemist Warehouse,151.033487,-33.918514
Natural Choice Dentures,144.955229,-38.337475
SportsLink,151.032757,-33.952261
Foot Clinic,151.033477,-33.917293
Mornington Family Doctors,145.044116,-38.231038
Peak Potential,145.064757,-37.982546
Argyle Street Medical Centre,151.001762,-33.816795
UnitingCare Institute of Family Practice,151.001582,-33.814157
Parramatta Dental Surgery,151.001949,-33.813559
Denture Clinic,144.948963,-37.775559
Lifestyle Psychology,144.954211,-37.776216
Vicentia Medical Centre and Pharmacy,150.655464,-35.07415
Total Foot and Ankle Clinic,151.001691,-33.814171
Cudgegong Chiropractic,149.588258,-32.594187
Progress Medical Centre,145.167518,-37.756127
Waverley Road Medical Clinic,145.185774,-37.891
Dentist On Waverley,145.186276,-37.891051
Albion Park Rail Family Practice,150.797152,-34.562102
Latrobe Community Health Service,145.933363,-38.162277
Victoria Street Medical Clinic,145.930058,-38.162234
Jervis Bay Smiles,150.67296,-35.069532
Albert Road Clinic,144.972187,-37.834268
The Goods Shed,145.933646,-38.165418
Eyezone Emporium,144.955075,-37.841209
Centre for Musculoskeletal Medicine,144.958862,-37.845504
Citymed,144.960651,-37.832557
Instinctive Chiropractic,144.958924,-37.845424
Wheelers Park Medical Centre,145.327753,-38.07846
Phillip Island Medical Centre,145.238465,-38.456853
TerryWhite Chemmart,145.282641,-38.112475
Supreme Dental Cowes,145.238457,-38.456923
Goldsmith Street Surgery,149.716489,-34.748411
The Oaks Village Pharmacy,150.570532,-34.07874
Eyecare Plus,150.8122,-34.067275
Hyde Parade Family Practice,150.805305,-34.074449
Swanston Street Medical Centre,144.966178,-37.8136
Bradfordville Medical Center,149.741075,-34.726674
Complete Smiles,145.184114,-37.854704
Camden Medical & Sydney Pathology,150.694845,-34.054059
Camden Discount Pharmacy,150.696698,-34.053986
Chau's Pharmacy,151.03157,-33.919298
I-Med Radiology,150.804787,-34.075344
Blooms,150.694968,-34.055082
I-Med Radiology,150.739682,-34.042305
Dental Surgery,151.030245,-33.91702
Primary dental,145.312884,-38.021877
Amcal,145.589303,-38.606064
South Gippsland Family Medicine,145.588615,-38.605497
National Peke Center,145.26563,-38.102686
"Pacific Smiles Dental, Parramatta",151.005617,-33.813876
Bupa Medical Visa Services,151.007034,-33.818447
Myhealth Parramatta Medical Centre,151.00249,-33.818075
ARK Health Care Parramatta,151.016041,-33.81294
Form Fit Function,151.007922,-33.813084
Virtus Diagnostics Medical Imaging,151.014575,-33.953498
Brett Street Medical Precinct,151.014536,-33.95356
Blooms The Chemist,145.282448,-38.107219
Dive Chiropractic Centre Gold Coast,153.436954,-28.051643
Padstow Ideal Dental,151.031758,-33.952591
Cure Dental,151.004207,-33.820013
Renwick's Pharmacy,151.025408,-33.907384
Douglas Hanly Moir,150.970851,-33.807491
Summerhills Dental,145.028632,-37.724541
Koutsis Pharmacy,145.001454,-37.752489
Blooms Pharmacy,145.06501,-37.743203
Malvern Corner Pharmacy,145.041084,-37.858248
Gardiner Dental,145.065644,-37.861656
The Melbourne Smile Centre,145.022,-37.850476
Quality Pharmacy,145.133553,-37.852501
Melbourne Pathology,145.040189,-37.749944
Pursuit,145.042163,-37.74938
Ashburton Medical Clinic,145.082059,-37.863538
Ashwood Medical Group,145.091811,-37.868177
Ashburton Family Dental,145.082,-37.863527
Direct Chemist Outlet,145.172277,-38.224168
Glen Dental Care,145.163894,-37.893505
Dr Peter Soaki Obstetrician & Gynaecologist,151.63846,-32.794475
Chemist Warehouse,153.031343,-27.512141
Coleman Parade Medical Centre,145.150352,-37.876937
Dr Uday Dixit,145.164177,-37.890426
Advantage Pharmacy,145.856237,-38.135325
Total Health Chiropractic,144.341086,-38.110774
Chemist Warehouse,145.029344,-37.744504
Medical Centre,144.966139,-37.745285
Vision Radiology,144.966075,-37.745164
Coburg Endoscopy Centre,144.964902,-37.745049
Mr William Edwards,144.994487,-37.818144
Epworth Medical Center,144.995085,-37.816844
Church Street Medical Centre,144.998638,-37.820326
Meadownik Laser Clinic,144.990444,-37.816869
Inner Eastern Psychology,144.990863,-37.816498
The Richmond Dentist,145.003302,-37.817307
Priceline Pharmacy,144.996614,-37.825615
My Chemist,144.989179,-37.872078
Elsternwick Family Dental,144.99785,-37.877015
Priceline Pharmacy,144.980554,-37.869194
Croydon North Discount Pharmacy,145.294206,-37.771263
PharmaSave,145.001223,-37.768721
Singleton Physiotherapy and Sports Injury Centre,151.178284,-32.566137
My Chemist,145.022843,-37.813164
4Cyte Pathology,144.967177,-37.811227
Clifton Hill Clinic,144.997129,-37.78849
Amcal,144.968375,-37.797879
Gorgeous Smiles Dentistry,144.970382,-37.812273
Tong Ren Tang,144.969182,-37.811253
Cardigan House Consulting Suites,144.966041,-37.800463
Melbourne Dental Xray,144.963711,-37.800778
Schneier Pharmacy,144.970921,-37.797739
Oggs Pharmacy,144.993468,-37.839118
Creelman's Pharmacy,144.965901,-37.812508
Mr Cao's Chinese Medicine Clinic,145.000152,-37.76042
Darebin Medical Centre,145.000166,-37.760123
Exhibition Pharmacy,144.970138,-37.809776
U Pharmacy,144.971694,-37.811572
Treasury Pharmacy,144.973145,-37.813365
Chase Medical Centre,144.973108,-37.814432
Hartnett House Children's Centre,144.968349,-37.761312
Merri Health,144.962651,-37.771553
Brunswick Medical Group,144.963654,-37.765842
Capital Radiology,144.963651,-37.76547
Chris Janson Pharmacy,144.967277,-37.79746
U Pharmacy,145.076768,-37.848098
Amcal,145.110892,-37.837521
Chemist Warehouse,144.963559,-37.814402
Merri Health,144.96574,-37.741399
Chemist Warehouse,144.984487,-37.796653
headspace Collingwood,144.995798,-37.797539
Birch Psychology,145.030674,-37.778098
Melbourne Kids Developmental Services,144.974562,-37.757594
Khatri Pharmacy,144.994465,-37.751857
Coleambally Medical Centre,145.880485,-34.804476
Priceline Pharmacy,144.965061,-37.814029
Priceline Pharmacy,144.966752,-37.81369
Slade Pharmacy,144.982283,-37.809279
Diskin Life,144.981112,-37.808421
Chemist Warehouse,145.041737,-37.845963
Ardlethan Medical and Nursing Centre,146.902306,-34.349863
Narrandera Physiotherapy,146.553375,-34.743652
Quiescence,144.982221,-37.784976
iehealth,145.083885,-37.866723
Fairfield Physiotherapy,145.019183,-37.774553
Fairfield Podiatry,145.019211,-37.774239
Podiatrist,152.977791,-27.448867
ChemPro,153.190742,-27.525231
Dental Off Chapel,144.992563,-37.848961
Charleville Pharmacy,146.240191,-26.402099
Caremore Collinsville Pharmacy,147.844173,-20.552652
Community Health Care,148.11643,-21.358377
Brookfield Surgery,152.91907,-27.496006
Torquay Medical,144.317463,-38.311971
Coastal Compounding Pharmacy,144.317813,-38.311999
Vision Radiology,144.317709,-38.312148
Surfcoast Pharmacy,144.317567,-38.327889
Torquay Physiotherapy,144.318446,-38.323904
North Fitzroy Specialist Centre,144.979923,-37.790865
Patel's Pharmacy,144.979076,-37.79372
Dr Trevor Jarrett,144.981018,-37.786421
Merri Community Health Services & Moreland Maternal Health Services,144.969164,-37.703126
Inner North Centre for Mental Wellbeing,144.972387,-37.787737
Physio First,144.977386,-37.783028
Croxton Medical Centre,145.000299,-37.768401
Rocchi's Pharmacy,144.998299,-37.771826
Pollinate Health,144.977337,-37.780252
Melbourne Boulevard Pharmacy,144.975939,-37.835764
Guardian Pharmacy,142.237023,-38.384958
Australian Red Cross Doner Centre,142.47685,-38.385113
Specsavers,142.484378,-38.382352
South Yarra Pharmacy,144.989319,-37.838556
Dennison Psychology,144.989229,-37.838452
Advance Healthcare,145.071024,-37.701487
Guardian,141.603503,-38.346696
Myhealth medical centre,153.162013,-27.711417
Lifeblood Springwood Donor Centre,153.13441,-27.631876
Brilliant Minds Psychology,153.129307,-27.619916
Redland Bay Surgery,153.302112,-27.612705
Red cross Blood service,145.756484,-16.90287
Little Big Feet,152.938284,-27.508228
Value Vision,152.938946,-27.506309
The Glow Centre,152.938392,-27.507585
Stewart Road Dental,152.992046,-27.445032
Discount Drugstores,144.372219,-38.15537
Soul Pattinson Chemist,144.361691,-38.152339
Lara Village Dental,144.409594,-38.023842
Greenslopes Nathuropathic,153.051334,-27.508358
Discount Drug Stores,152.94736,-27.508289
Australian Red Cross Blood Service,147.323664,-42.879855
Glebe Hill Dental,147.427139,-42.887932
Simply Orthodontics,144.766289,-37.695632
Surfcoast Medical Centre,144.317788,-38.327848
Artz & Kay Pharmacy,142.483688,-38.381439
The Wellness Centre,137.584337,-33.03387
Donnybrook Pharmacy,115.824579,-33.573563
Boyup Brook Pharmacy,116.388985,-33.833075
Balingup Doctors Surgery,115.984927,-33.783933
Murray Fry - Amcal Pharmacy,143.148234,-38.233804
Amcal,144.891332,-38.361121
OPSM,144.891081,-38.361102
Dorevitch Pathology,145.216478,-37.977926
Fix It Now Dental,145.120104,-37.921705
Bayside Eye Care,145.007357,-37.901976
Min Shop,145.068602,-37.890215
Kaizen Clinics,145.083033,-37.922801
Melbourne Endoscopy,145.120067,-37.92151
Oapl,145.120037,-37.921708
PhysioChoice Mulgrave,145.170387,-37.935051
Buckleys Pharmacy,145.176998,-37.916432
Emerald Village Pharmacy,145.440538,-37.932856
Blooms The Chemist,145.236843,-37.920111
Jells Road Medical Clinic,145.188306,-37.908482
Jessie McPherson Private Hospital,145.122443,-37.920823
Comprehensive Family HealthCare Oakleigh East,145.119241,-37.91311
Positive Psychology,145.091113,-37.892959
Consulting on Atherton,145.092763,-37.899235
Denture Clinic,145.091846,-37.89905
Chemist Warehouse,145.151888,-37.953
Surgery Dr Sang Chung,145.151978,-37.952709
Active Physiotherapy,145.143165,-37.886153
Eye Clinic - Dr Alex A Amini,145.144246,-37.886297
Waverley Orthopaedic Clinic,145.142982,-37.886138
Waverley Road Dental,145.126705,-37.884407
Master Dental Group,145.127476,-37.915311
Monash Surgical Private,145.12067,-37.921904
Koornang Rd Medical Centre,145.056975,-37.887405
Love Dental,145.003091,-37.905444
Priceline Pharmacy,145.05609,-37.95894
Capital Radiology,145.05547,-37.960261
Amcal,145.055469,-37.958388
Southland Medical Centre,145.057295,-37.958599
Chesterville Day Hospital,145.056943,-37.960488
Dartnells Compounding Pharmacy,145.023434,-37.886944
Southeastern periodontics and implants,145.03849,-37.911225
McKinnon Eye Clinic,145.038646,-37.911265
Brighton Family & Women's Clinic,145.022356,-37.919648
Valewood Clinic,145.164363,-37.919828
Carnegie Central,145.058794,-37.884596
Wenben Chiropractic Clinic,145.004089,-37.948906
Bluff Road Physio,145.021092,-37.953065
Sandringham Medical Centre,145.006934,-37.951815
Melbourne Laser Derm Clinic,145.088394,-37.898629
Centre Psychology,145.037911,-37.9357
Acupuncture,145.074412,-37.886235
Chandler Road Medical Centre,145.185822,-37.975071
Davell Lodge,145.177317,-37.952306
Mitchell Chemist,145.175002,-37.96658
Sports Injury,145.218426,-37.970195
Springvale Plaza Pharmacy,145.142623,-37.961691
Advanced Chiropractic,145.156244,-37.929312
Central Bayside Comm Health Service,145.102193,-37.940526
Dr King,145.164348,-37.885876
Peak MSK Physiotherapy,145.038307,-37.961599
Adam Dental,145.13513,-37.888579
Pinewood Centreway Pharmacy,145.144074,-37.891002
Australian Red Cross Blood Services,145.143213,-37.891829
Connective Healthcare,145.058034,-37.92114
Highway Pharmacy,145.156504,-37.934674
Physio,145.150546,-37.959435
Direct Chemist Outlet,145.073858,-37.967793
Audio Clinic,145.165609,-37.88217
Mountian View Denture Clinic,145.294266,-37.881699
Dr Ivor Berman,145.166267,-37.880293
Pharmacy360,145.016395,-37.975221
Physio,145.165341,-37.883884
Griffith Denture Clinic,146.059189,-34.283295
Outback Physio,140.907541,-35.260803
Jindera Pharmacy,146.887337,-35.953669
Uranquinty Pharmacy,147.246612,-35.192873
Connect Hearing!,138.604358,-34.92544
Radiology SA,138.62425,-34.946406
Arkaba Family Dental,138.624829,-34.946513
Gentle Dentistry,138.663235,-34.925938
Teeth @ Mittagong,150.446546,-34.450849
Harden Pharmacy,148.369608,-34.553928
Woodville Gardens Pharmacy,138.548402,-34.871899
St Clair Health,138.530373,-34.869748
Soul Pattison,145.612847,-37.781684
Claremont Plaza Advantage Pharmacy,147.255118,-42.790957
Chemist Warehouse,142.139269,-34.20709
EyeQ,149.910623,-36.890768
Priceline Pharmacy,146.540175,-38.194809
Augusta Pharmacy,115.159611,-34.3152
Amcal Churchill,146.420609,-38.313913
Rosedale Pharmacy,146.788652,-38.151782
Discount Chemist,149.913398,-36.862684
Gippsland Health,148.464869,-37.70171
Discount Chemist,149.909852,-36.887645
Priceline Pharmacy,140.749886,-34.171713
Ivanhoe Hospital,144.295389,-32.894419
friendlies,115.342613,-33.651229
Brunswick Family Pharmacy,115.838859,-33.254404
Sleep Apnoea Centre Riverland,140.749629,-34.171442
Santosha Health and Wellbeing Centre,140.748596,-34.172553
Eaton Medical Centre,115.715301,-33.321275
Gnowangerup Pharmacy,118.007538,-33.936468
Glen Osmond Surgicentre,138.619562,-34.942727
Loxton Dental Practice,140.573701,-34.4542
Australian Clinicalabs,138.62456,-34.94641
Physio Pilates Proactive,138.621102,-34.944043
Arkaba Medical Centre,138.624815,-34.946775
Orthopaedics SA,138.624628,-34.94642
Western Diagnostic Pathology,115.645571,-33.340402
Chemist Warehouse,138.637206,-34.921235
SportsPhysioSA,138.536683,-34.966255
Foster Physio,145.202347,-37.982933
Sports Fit Physio & Health,145.058047,-37.860169
Pascoe Vale Acupuncture,144.928667,-37.730318
Live Better Physiotherapy,140.749755,-34.174188
Tristar Medical Centre,142.19841,-36.718284
Chemist Warehouse,145.060122,-37.694422
GP Care,144.258355,-36.746288
Play Educate,145.194055,-37.638512
Priceline Pharmacy,145.058495,-37.69655
Amcal,145.163643,-37.78195
Dr Siu Leung And Associates,144.961495,-37.804916
Chemist Warehouse,144.969872,-37.81199
Toorak Dental Group,145.010627,-37.841093
High Street Medical Clinic,144.99175,-37.851476
One Smile,145.166709,-37.876989
Melbourne Athletic Development,144.999146,-37.800281
Obstetricians & Gynaecologists,145.1467,-37.884726
Horizon Doctors,145.271733,-37.806931
D G Grey and Burns,145.280501,-37.797841
Merrindale Medical Centre,145.287363,-37.816051
Merrindale Pharmacy,145.287356,-37.81599
Como Compounding Pharmacy,144.996068,-37.83943
Bayswater North Pharmacy,145.301386,-37.822935
Bupa Dental,151.229675,-33.828691
Redmond Fuss Pharmacy,151.205583,-33.879505
Direct Chemist Warehouse,145.249442,-37.843781
Knox Day Hospital,145.249106,-37.844075
Beacon Cove Medical Centre,144.933059,-37.840684
Albert Park Sports & Spinal,144.95889,-37.845467
Prahran Market Clinic,144.993492,-37.84704
Knox Super Clinic,145.24907,-37.843798
Bayswater Station Dental,145.267544,-37.842449
Wigg's Physio Services,145.242305,-37.856247
Direct Chemist Outlet,145.183663,-37.837441
Top Care,145.195306,-37.83292
Osteopathic Works,145.208246,-37.816326
Footlab+,145.227103,-37.820252
Seaforth Pharmacy,151.25127,-33.797262
Largs Health and Yoga,138.488942,-34.827357
TLCPharmacy,138.496997,-34.803898
Douglas Hanly Moir,151.302271,-33.676191
Choice Pharmacy,150.952057,-33.685791
Minchinbury Family Practice,150.834248,-33.787313
Blooms The Chemist,150.852127,-34.669049
Parramatta Chest Clinic,151.002133,-33.811706
Canley Vale Dental Clinic,150.942399,-33.887153
White Cliffs Health Service,143.089521,-30.850777
Thargomindah Community Clinic,143.820793,-27.997592
Bentleigh Dental Care,151.179892,-33.797865
Chemist Warehouse,151.120847,-34.042682
Moods Pharmacy,151.013334,-34.064797
Physioworks Rochedale,153.12724,-27.600542
OPSM,150.311153,-33.715593
Leigh Creek Hospital,138.398486,-30.591615
Osteopath,144.948999,-37.775333
Power Street Pharmacy,145.026171,-37.821843
Canterbury Medical Clinic,145.08058,-37.823825
Glen Waverley Audika,145.148444,-37.876795
Priceline Pharmacy,115.073295,-33.952398
Chemist Warehouse,145.003897,-37.848012
Chemist Warehouse,145.122867,-37.818347
Chemist Warehouse,145.122128,-37.818315
Box Hill Mall,145.122367,-37.818496
Homoeopathic Centre,145.080349,-37.850502
Prahran clinic,144.99539,-37.847132
Prahran Amcal Pharmacy,144.993213,-37.851602
Clinic66,151.18663,-33.796146
Senior Denture Clinic Penrith,150.696714,-33.753305
Stellar Pharmacy,142.194196,-34.173686
TerryWhite Chemmart,137.532923,-33.027732
Physio and Sports Injury Clinic,137.526264,-33.020798
Norrie Avenue Surgery,137.55084,-33.026477
Buronga Pharmacy,142.180131,-34.169385
Hearing Matters,137.583405,-33.033185
Red Cross donor centre,146.538984,-38.196157
SKINN,146.537527,-38.19753
Stratford Healthcare Pharmacy,147.080189,-37.967016
Heyfield Hospital,146.784229,-37.976318
Gippsland Lakes Community Health,147.9986,-37.874065
Parry Pharmacy,145.125684,-38.14237
Horsham Dental Group,142.197792,-36.713332
Grampians Community Health Clinic,142.197624,-36.717658
Amcal,142.199376,-36.715277
Tankard Dental,142.156451,-34.188077
Mildura Eye Specialists,142.156891,-34.187731
East Ringwood Dental Clinic,145.250072,-37.81239
Tristar Medical Group,142.159368,-34.185704
Remedial Massage,145.176472,-37.812946
Chest Clinic Building,138.608176,-34.921406
TerryWhite Chemmart,138.827436,-34.990774
Norwood Breast and Endocrine Suregeons,138.63425,-34.922119
Adelaide Neuropsychology,138.644609,-34.956451
Minyip Medical Supplies Depot,142.587772,-36.4595
Nyah West Pharmacy,143.343472,-35.185136
Health at Campbelltown,138.658111,-34.886398
Gippsland Physiotherapy Group Bairnsdale,147.628207,-37.82551
TerryWhite Chemmart,138.612686,-34.931815
National Pharmacies,138.635067,-34.952298
Glenunga Dental,138.635781,-34.952978
TerryWhite Chemmart,138.641909,-34.940253
Green Dispensary Pharmacy,138.662294,-34.92553
Linden Park Pharmacy,138.651774,-34.947372
Beaumont Family Medical Practice,138.651779,-34.94742
Kajun's Psycology,138.654457,-34.951181
Bairnsdale Medical Group,147.613605,-37.829368
Wattle Park Pharmacy,138.67632,-34.924703
Tusmore Dental Care,138.651967,-34.93864
Odyssey Vein Clinic,138.631907,-34.935536
Health at Dulwich,138.63188,-34.935266
Dulwich Pharmacy,138.631794,-34.935378
TerryWhite Chemmart,138.636537,-34.939745
Montrose Pharmacy,145.343187,-37.810017
"BDHH: Integrative Medicine, Osteopathy, Naturopathy & Massage Lilydale",145.352257,-37.758696
Burnside Dental Practice,138.66004,-34.939651
Health Life Foot Clinic,138.660004,-34.939524
TerryWhite Chemmart,138.660082,-34.939714
Hazelwood Park Clinic,138.660083,-34.939815
Back In Motion,145.191956,-38.116515
Priceline Pharmacy,140.778853,-37.827955
Gambier City Pharmacy,140.776322,-37.829629
Chemist King Discount Pharmacy,140.762027,-37.816485
Elmhurst Bush Nursing Centre,143.247774,-37.177089
Gambier City Pharmacy,140.774761,-37.826074
Audika Hearing Clinic,138.749031,-34.598867
Ronan's Dental Laboratory,138.748806,-34.599945
Guardian,142.026857,-36.454057
Wimmera Health Care,142.024449,-36.44999
Balmoral Bush Nursing Centre,141.84119,-37.249384
TerryWhite Chemmart,140.742732,-36.955935
Chemist Warehouse,142.149439,-34.218633
Baniyala Health Centre,136.225817,-13.199742
Manangatang Hospital,142.880892,-35.05114
essential physio,138.889908,-34.670553
Amcal,139.273356,-35.121475
Chemmart Pharmacy Bairnsdale,147.631208,-37.811073
Main Street Medical Centre,149.911228,-36.8866
Wentworth Pharmacy,141.918226,-34.106916
Lake Cargelligo Family Practice,146.373862,-33.296925
Village Pharmacy,140.789965,-37.81114
Amcal,143.558715,-35.340387
Dr John Gurr,140.783579,-34.180371
4Cyte Pathology,151.070394,-34.036373
Physiotherapy,145.015812,-37.674604
Priceline Pharmacy,151.299722,-25.591687
Beachport Pharmacy,140.013679,-37.481273
Gladstone Family Chemist,151.262519,-23.847059
Shoes Feet Gear,151.260819,-23.846745
Sydney Street Medical,149.186912,-21.144326
Nauiyu Health Centre,130.692089,-13.749947
Ltyentye Purte Health Centre,134.375578,-24.130839
Pharmacy First,139.493253,-20.726625
Cloncurry Hospital,140.527743,-20.704594
Croydon Primary Health Care Centre,142.240108,-18.211263
Georgetown Primary Health Centre,143.547178,-18.292148
Acacia Dental,131.040902,-12.523313
Body Therapy And Gift Shop,114.122964,-21.931638
Mitchell Centre Pharmacy,130.840419,-12.463951
Play Therapy Melbourne,145.148955,-37.713528
Chemist Warehouse,145.048443,-37.712364
Chemist Warehouse,145.087798,-37.64955
Stella Dental,145.016215,-37.674651
Dubbo Community Health Centre,148.617614,-32.255706
Narromine Pharmacy,148.239968,-32.23121
Cummins and District Memorial Hospital,135.732942,-34.264155
Treendale Medical Group,115.743167,-33.281872
Wizard,115.639721,-33.325632
Dawesville Medical Centre,115.638888,-32.634262
Priceline Pharmacy,150.890564,-32.262066
Ceduna District Health Services,133.672727,-32.119006
Eaton Family Dental Practice,115.715303,-33.320841
ABC surgery,137.539489,-33.021326
Harvey Medical Group,115.894559,-33.079171
Aberdeen Pharmacy,150.889834,-32.16235
First Aid Muja Power Station,116.304145,-33.446267
Origins Meditation Centre,115.994285,-33.778432
Balingup Pharmacy,115.984144,-33.786081
Australian Clinical Labs,115.764315,-33.979938
Bunbury Drive-In Chemist,115.646132,-33.339963
Bunbury Medical Services - Doctors GP Surgery,115.646312,-33.339937
Manjimup Medical Centre,116.145359,-34.241591
Coral Coast Physiotherapy & Sports Injury,152.463316,-24.815758
Wolli Creek Physiotherapy,151.149139,-33.930508
Dargo Bush Nursing Centre,147.250655,-37.464476
Ridge Health & Wellbeing Centre,145.138119,-37.719744
Perth Radiological Clinic,115.846056,-31.957537
Wurli Wurlinjang Health Service,132.264057,-14.461973
St John Ambulance Kununurra,128.733481,-15.776235
Yarralin Health Centre,130.884173,-16.44736
Balgo Clinic,127.982799,-20.141613
Mount Liebig Health Centre,131.27394,-23.266297
TerryWhite Chemmart,145.758008,-16.9045
Yuendumu Health Centre,131.796612,-22.255458
Middle Island Medical Clinic,142.477269,-38.383608
Lady Bay Dental Clinic,142.476575,-38.382519
Eaton Central 7 Day Family Practice,152.959367,-27.33743
Narangba Doctors,152.941767,-27.188276
QML Pathology,152.941833,-27.188373
Beyond Dental Care,152.958686,-27.162738
Hub Medical Centre,152.979599,-27.138067
Ferny Fair Medical Centre,152.94315,-27.394659
Cashmere Medical Centre,152.936101,-27.305993
Chemist Discount Centre,152.959565,-27.058756
Guardian,152.943094,-27.394654
QLD Medical Doctors,152.960565,-27.397329
ME Health,144.886462,-37.829997
AudioClinic,152.938573,-27.509526
Pharmacy 4 Less,144.84423,-37.842915
Paddington Central Pharmacy,152.998176,-27.458879
Advance Healthcare,144.798618,-37.74121
John Mitchell Pharmacy,145.838182,-31.49814
Bollon Community Clinic,147.478929,-28.031424
St Mary Pharmacy,146.85698,-29.960851
Ashgrove West Pharmacy,152.978095,-27.449497
Day and Night Pharmacy Toowoomba,151.950911,-27.573192
Amcal,152.917914,-27.652989
Gordon Clinic,144.890695,-37.786584
Ageless Skin & Laser Clinic,144.89062,-37.786752
My Dental Clinic,144.890546,-37.787284
MindTree Psychology,153.436283,-28.049218
West End Wellness,153.011541,-27.480429
Medlab Pathology,153.003101,-27.48312
Bardon Dental Centre,152.986198,-27.457905
Harrington Waters Medical Clinic,152.662443,-31.884623
Thornlie Square Medical Center,115.963031,-32.05521
Alderly Family Medical & Dental Cntre,153.00116,-27.42509
My FootDr Podiatry Camp Hill,153.081257,-27.487854
LifeCare,153.045994,-27.500037
Hearing Australia Morningside,153.071235,-27.467824
Chemist,153.069474,-27.31969
Chemist Warehouse,152.993787,-27.444888
Delight Dental,152.993992,-27.445116
Dr Margaret,153.053092,-27.385992
Ashgrove General Practice,152.994242,-27.445425
QML Pathology,152.99399,-27.444794
Queensland XRay,153.172913,-27.446189
Podiatrist,152.887839,-27.561933
Peter Kobb Pharmacy,152.922978,-27.555502
Walloon Pharmacy,152.664358,-27.605818
Ipswich Day Hospital,152.76051,-27.61862
myhealth Medical Centre,152.760599,-27.613422
Laidley Pharmacy,152.393873,-27.630576
East Clinic,152.762512,-27.617728
Bellbowrie Family Pratice,152.888095,-27.562975
Foote's Pharmacy,152.870495,-27.645282
Penny Gillett,145.148938,-37.876815
Amcal,145.149381,-37.853384
Waverley Community Mental Health Service,145.147062,-37.877563
Withcott Medical Centre,152.024448,-27.553213
Withcott Medical Centre Pharmacy,152.024288,-27.553251
Ashburton Eyecare,145.078737,-37.863437
Friends Pharmacy,145.078369,-37.863141
